measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2006,5103.383416,13437.67586,-486.6350735
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2006,8229.631194,20998.88024,-965.1302854
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2006,13333.01461,34611.98068,-1446.701248
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2006,0.378432488,0.693641315,-0.038515889
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2006,0.461889022,0.785544746,-0.056429008
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2006,0.425959474,0.746379087,-0.048724881
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2006,124.2575064,327.1813928,-11.84862195
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2006,156.2381309,398.6601249,-18.32283225
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2006,142.2269116,369.2154596,-15.4323577
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2007,5276.007608,13752.86976,-508.5522096
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2007,8543.640474,21894.32939,-1001.006966
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2007,13819.64808,35802.53585,-1509.559176
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2007,0.381524868,0.698423175,-0.039037895
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2007,0.46402252,0.787789439,-0.056996193
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2007,0.428660332,0.748986821,-0.049218218
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2007,125.7243375,327.723265,-12.11851733
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2007,158.0294699,404.9736502,-18.51536248
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2007,143.9119782,372.8324866,-15.71991167
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2008,5464.914425,14247.09623,-547.5241928
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2008,8906.057834,22714.84517,-1085.316815
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2008,14370.97226,37161.21978,-1632.841008
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.384552525,0.702873814,-0.03928725
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.466303186,0.790957905,-0.057640232
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2008,0.431441538,0.752618874,-0.04992849
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2008,127.0764613,331.2898302,-12.73166082
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2008,159.9893194,408.0517651,-19.49674051
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2008,145.6445991,376.6155038,-16.54825225
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2009,5603.529422,14441.08926,-565.6597444
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2009,9173.394109,23493.74643,-1130.712596
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2009,14776.92353,38057.46233,-1696.37234
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2009,0.387458738,0.707540594,-0.039764071
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2009,0.468595275,0.79440092,-0.0583681
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2009,0.434133547,0.755550608,-0.050477576
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2009,128.4441487,331.01877,-12.96605744
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2009,161.8730182,414.5688716,-19.9524689
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2009,147.3323882,379.4495385,-16.9135739
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,5712.786221,14777.69529,-583.4986813
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,9365.804118,24101.67039,-1145.918677
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2010,15078.59034,38854.15095,-1729.417358
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.390121696,0.710102011,-0.040253947
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.470779825,0.797242009,-0.058796811
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2010,0.436591157,0.756871071,-0.051013931
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,129.6582564,335.3967979,-13.24317395
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,163.5102493,420.7722139,-20.00569797
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2010,148.7921628,383.4040864,-17.06550435
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,5881.107113,15309.35828,-608.7405805
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,9625.570834,24709.05359,-1181.681229
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2011,15506.67795,40055.10204,-1790.42181
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.392658565,0.713580073,-0.040822701
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.472925133,0.799090255,-0.058740844
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2011,0.438908693,0.758697952,-0.051110053
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,130.8851799,340.712739,-13.54763973
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,165.0144794,423.5958246,-20.25796872
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2011,150.1639198,387.8865061,-17.33812735
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,6060.158741,15704.77403,-633.328068
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,9871.738662,25237.49865,-1214.199255
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2012,15931.8974,41017.52558,-1847.527323
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.395104945,0.716839565,-0.041345715
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.475133604,0.80004523,-0.059329027
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2012,0.441152197,0.761218261,-0.051673022
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,132.2400935,342.6974235,-13.81999491
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,166.5552811,425.805304,-20.48588452
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2012,151.5923394,390.28262,-17.5792614
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,6273.000213,16284.31007,-658.5733954
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,10154.2234,25930.67769,-1233.228321
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2013,16427.22361,42221.44778,-1891.801716
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.397426326,0.71783355,-0.042210933
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.477303539,0.800773967,-0.058538655
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2013,0.443291665,0.763345773,-0.051570876
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,133.5274097,346.6286733,-14.01842764
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,168.0877051,429.2428808,-20.41421684
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2013,152.9687786,393.1621954,-17.61628166
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,6476.924549,16677.64046,-685.8073891
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,10407.27968,26545.7553,-1247.835401
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2014,16884.20423,43106.66213,-1933.64279
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.399600627,0.718650878,-0.042595118
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.479397423,0.802164594,-0.058815734
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2014,0.445296975,0.765874177,-0.051868763
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,134.6377665,346.683097,-14.25608318
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,169.3957084,432.07612,-20.31058723
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2014,154.1317394,393.5100952,-17.6517485
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,6649.616923,17080.23236,-704.3116915
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,10578.95584,26950.47357,-1268.621107
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2015,17228.57276,43868.69889,-1972.932799
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.401600941,0.719043253,-0.042842828
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.481266237,0.8027398,-0.058907663
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2015,0.447048717,0.767139401,-0.051989647
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,135.6891382,348.5316576,-14.37187248
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,170.5338189,434.4443108,-20.45029826
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2015,155.1555952,395.0689464,-17.76766811
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,6778.416562,17363.49073,-719.5845347
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,10697.15944,27072.31886,-1282.366901
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2016,17475.576,44426.12313,-2001.951436
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.403486061,0.722284716,-0.043137893
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.483048614,0.802916492,-0.0596144
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2016,0.44873387,0.768352322,-0.052513832
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,136.7478536,350.2912614,-14.51690667
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,171.7076579,434.556902,-20.58417643
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2016,156.2168812,397.1319972,-17.89575403
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,6827.944379,17610.86963,-730.1164695
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,10701.36925,26892.44158,-1299.529835
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2017,17529.31363,44673.44089,-2029.646305
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.405332692,0.726857811,-0.042959139
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.484784814,0.802892405,-0.060957952
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2017,0.450410752,0.769530901,-0.053155594
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,137.8227554,355.4772041,-14.73747558
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,172.883692,434.4551131,-20.99427752
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2017,157.2971915,400.871759,-18.21278747
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,6761.778997,17422.36088,-722.8365912
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,10522.41419,26173.67416,-1268.705877
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2018,17284.19318,43607.09708,-1991.542468
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.407078361,0.729874761,-0.043268562
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.486412439,0.804123386,-0.06180752
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2018,0.451965166,0.770597081,-0.053767642
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,138.8729296,357.8191919,-14.8455658
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,173.9467409,432.6787786,-20.9730627
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2018,158.3054337,399.3961617,-18.24048081
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,6579.008858,16955.26171,-701.7357613
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,10168.92472,25222.57931,-1246.77685
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2019,16747.93358,42326.48497,-1948.512612
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.408690074,0.733039707,-0.043490049
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.487863019,0.804728377,-0.062778187
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2019,0.453370748,0.772154553,-0.054397802
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2019,139.7788956,360.2347721,-14.90921381
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2019,174.8016397,433.5707403,-21.43182722
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2019,159.1383606,402.1849857,-18.51470816
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2020,6305.713082,16177.49495,-670.1118229
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2020,9640.275768,24010.97241,-1180.781967
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2020,15945.98885,40283.84895,-1850.89379
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2020,0.410505,0.736133016,-0.043030591
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2020,0.489337953,0.806272029,-0.062906529
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2020,0.454809678,0.772868625,-0.054145539
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2020,140.754664,361.1102877,-14.95808059
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2020,174.6691377,435.04729,-21.3942187
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2020,159.4743103,402.8749229,-18.51061188
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2021,5940.569587,15268.369,-626.5398442
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2021,9110.583427,22741.52221,-1134.852055
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,2021,15051.15301,38005.17465,-1761.391899
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2021,0.412330192,0.736552237,-0.043397675
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2021,0.490791276,0.807016708,-0.064369
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,2021,0.456515331,0.772599238,-0.055233818
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2021,140.0402428,359.9294765,-14.76976081
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2021,175.084777,437.040545,-21.80928593
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,16,55-59 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,2021,159.346134,402.359716,-18.64780653
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1990,4610.08303,13456.59887,-382.2711522
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1990,9300.647935,24732.41068,-987.078526
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1990,13910.73096,37873.53093,-1369.349678
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1990,0.322549358,0.620284212,-0.029176335
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1990,0.433625626,0.761090648,-0.049638216
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1990,0.389230822,0.704061526,-0.041444831
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1990,130.3126094,380.3759067,-10.80560827
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1990,177.0413377,470.7907558,-18.78941165
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,3,Rate,1990,158.2367556,430.8173792,-15.57656825
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,4876.236131,14169.10316,-407.9616033
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,9383.137037,24783.30944,-1008.836339
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,1,Number,1991,14259.37317,38537.79828,-1416.797942
YLDs (Years Lived with Disability),62,Russian Federation,1,Male,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.325216304,0.620582727,-0.029657409
YLDs (Years Lived with Disability),62,Russian Federation,2,Female,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.435511583,0.762169709,-0.049984259
YLDs (Years Lived with Disability),62,Russian Federation,3,Both,17,60-64 years,1015,Osteoarthritis knee,108,High body-mass index,2,Percent,1991,0.390266361,0.70470304,-0.041587787
